lang,doc_key,from_id,to_id,text,author_name,year_birth,year_death,from_placename,from_latitude,from_longitude,from_type,from_type_d,to_placename,to_latitude,to_longitude,to_type,to_type_d,text_long,id_short
cs,0432_0001-0000-0000-0023-0000,Q1286,Q1653,od Alp k vlnám Adrie a k Dunaji,"Krásnohorská, Eliška",1847,1926,Alps,46.5780555555556,8.615,mountain,mountain,Danube,48.0951111111111,8.15488888888889,river,river," jak slunce , žhoucí s výše na ledovců témě !# Buď zdrávo , svobodno ! Žij , zkvétej , srbské plémě !# A žij nám , sestro Jugoslavie !# Tvůj domov od Alp k vlnám Adrie# a k Dunaji buď požehnán ! Nechť syčí# had záští kol , ty , duše holubičí ,# ty na hlavu mu šlápneš , opřena# dnes o svých bratří silná ramena :",cs-22544
cs,0433_0001-0000-0000-0009-0000,Q214644,Q157290,od Krkonoš do Šumavy,"Krásnohorská, Eliška",1847,1926,Giant Mountains,50.75,15.583333,mountain,mountain,Bohemian Forest,49,13.5,mountain,mountain," je krví otců našich nasycena ,# jež tekla v sterém , bránícím ji boji ,# je krví českou stokrát vykoupena .# Co padlo od Krkonoš do Šumavy# za řeč i právo české bohatýrů !# Co bojišť od Domažlic k Přibyslavi# Čech krví skropil za volnosť a víru !",cs-22597
cs,0436_0001-0000-0000-0017-0000,Q157290,Q616334,od Šumavy dálné k Vyšehradu,"Krásnohorská, Eliška",1847,1926,Bohemian Forest,49,13.5,mountain,mountain,Vyšehrad,50.064427188,14.417644214,castle/fort,historic fort," Třikrát od svitání do soumraku ,# třikrát za hvězd ponebeské pouti# na plecích tak nesli drahé břímě# od Šumavy dálné k Vyšehradu ;# na duších však těžkou nesli žalosť ,# pochmurnou jak Šumaviny skály ,# lkající jak Šumaviny hvozdy ,",cs-22693
cs,0449_0001-0006-0000-0001-0000,Q131210,Q194263,od Adriina břehu po Dněstru proud a odtud až po Tater,"Kuchař, Josef",1847,1926,Dniester,46.3041,30.2736,river,river,Tatra Mountains,49.177777777778,19.908333333333,mountain,mountain," že tam , kde v blankyt pnou se srázné Tater hlavy ,# Ti všecka srdce bijí vstříc , Tě hymnou slaví .# Však k Slávům všem máš stejnou lásku , stejnou něhu .# Je všecky kouzlem duše jal’s : od Adriina břehu# po Dněstru proud a odtud až po Tater štíty# kmen Slávů srdcem Tvým v šik jediný je slitý .# A valný šik ten , lhostejný k nám , cizí prve ,# je Tebou náš ; již není dálky zamlžené ,",cs-23282
cs,0454_0001-0001-0000-0028-0000,Q179251,Q1085,z Moravěnky do Prahy,"Kulda, Beneš Metod",1820,1903,Morava,48.61619,16.940149,river,river,Prague,50.0875,14.4213888888889,city,city," do moderní svojí valné schůze ,# z Moravěnky do Prahy bych jel ,# a zas vážnou přednášku tam měl ,# piš mi , Ty co o té věci soudíš ? “# , Bratře , brzy odpověď mou loudíš !",cs-23498
cs,0459_0001-0001-0000-0001-0000,Q201582,Q5451,od Pindských hor až k patě Himalaje,"Kučera, Karel",1854,1915,Pindus,40,20.75,mountain,mountain,Himalayas,29,84,mountain,mountain," na vozech zlacených a slonech v purpuru . –# Ó slunce azuru !# všech králů vítězi ! zář tvého trónu# od Pindských hor až k patě Himalaje# hřmí , lítá , jako Samum vlaje .# Tak od úst k ústům Macedonským znělo ;# jen Alexander sám , on vítěz , rek ,",cs-23672
cs,0466_0001-0000-0000-0001-0000,Q1229,Q13924,Od pramene Donu k Sinému,"Kvapil, František",1855,1925,Don,47.0864,39.2386,river,river,Adriatic Sea,42.775833,15.426111,sea,sea," hrdým zrakem pýcha blýskla do plamenů –# jako černé mračno , které zhoubu chová ,# obrátil se , v tato zahovořil slova :# „ Od pramene Donu k Sinému až moři# města , vsi i hrady síle mé se koří .# Murom , Kyjev zlatý , ruská země celá# pod mým krokem v bázni třásla se i chvěla !",cs-23944
cs,0547_0001-0001-0000-0012-0000,Q223,Q1492,Z Gronska jsem rozběh’ se do Barcelony,"Lešehrad, Emanuel",1877,1955,Greenland,72,-40,island,island,Barcelona,41.3825,2.1769444444444,city,city," Řečnil jsem k vzbouřencům v Bessarabii .# Byl jsem popraven v Rusku ,# ožil jsem ve vynálezech vědců a bláznů .# Z Gronska jsem rozběh’ se do Barcelony# a cesta má byla vítěznou poutí .# Skandinavie ověnčila mne fjordy ,# Švýcary překvapily mne ledovců věncem ,",cs-27074
cs,0561_0001-0001-0000-0016-0000,Q220,Q2749,z Říma do Augšpurku,"Machar, Josef Svatopluk",1864,1942,Rome,41.893055555556,12.482777777778,city,city,Augsburg,48.3688888888889,10.8977777777778,city,city," své přesvědčení – neboť hlas v mém nitru# mi kázal zachovat se , aby by byla# i boží pravda se mnou zachována .# Tak přišel legat z Říma do Augšpurku# s doktory svými k disputaci se mnou .# Já šel tam s gleitem císaře a pána .# A když jsem přesvědčil je , třeba Němec ,",cs-27420
cs,0561_0001-0001-0000-0052-0000,Q617,Q387095,"z Padovy známým jemu astrologem , do služeb jeho vstoupil u Šteinavy","Machar, Josef Svatopluk",1864,1942,Padua,45.406388888889,11.877777777778,city,city,Ścinawa,51.4165277777778,16.4259722222222,city,city," když právem útrpným jsem dal jej nutit .# Muž zběhlý v cizích jazycích i vědách ,# Vlach - krajan , doporučen Fridlandovi# z Padovy známým jemu astrologem ,# do služeb jeho vstoupil u Šteinavy# v čas , kdy byl kníže na svobodu pustil# Matesa z Thurnu , toho největšího# z nepřátel Císařského Majestátu –",cs-27461
cs,0562_0001-0000-0000-0047-0005,Q6247,Q111144,z Mantuy obrátil se do Canossy,"Machar, Josef Svatopluk",1864,1942,Mantua,45.156388888889,10.791111111111,city,city,Canossa,44.573555,10.455307,castle/fort,castle," pan papež Gregor . Vojska bezpočetná# se hrnula z všech stran ku řece Padu ,# že svatý otec překvapen a zděšen# z Mantuy obrátil se do Canossy# k Mathildě markrabince , přítelkyni .# Však Heinrich nedal sluchu svůdným hlasům# a v tísni pouze zachovat si touže",cs-27530
cs,0577_0001-0000-0000-0020-0000,Q79,Q145,od Egyptu až k dálné Britanii,"Machar, Josef Svatopluk",1864,1942,Egypt,27,29,country,country,United Kingdom,54.6,-2,country,country," A při tom , počtář dobrý , zlata milec ,# lichvaří , státu půjčuje , kde možno ,# a úroky kde dobré , pevné kynou ,# od Egyptu až k dálné Britanii –# my na Senecu hynem , druzi moji ,# nás fráze zrodila a vychovala ,# jsme všichni herci , hrajem se životem ,",cs-28221
cs,0580_0001-0000-0000-0009-0000,Q220,Q2634,od Romy k Napoli,"Machar, Josef Svatopluk",1864,1942,Rome,41.893055555556,12.482777777778,city,city,Naples,40.833333333333,14.25,city,city," A náhle jme tě touha tak ,# že tě až v duši zabolí :# chtěl vskočiti bys v rychlovlak# a hřmít od Romy k Napoli !",cs-28530
cs,0588_0001-0007-0000-0001-0000,Q4373,Q220,z Bílé Hory přes Kostnici k Římu,"Machar, Josef Svatopluk",1864,1942,Battle of White Mountain,50.078333333333,14.319444444444,default,battle,Rome,41.893055555556,12.482777777778,city,city," muzikanti , vědátoři , kritici –# zapřáhla se k tomu vozu celá zem ,# kde teď svatý Václav jede s Kordačem# z Bílé Hory přes Kostnici k Římu –# ale zdá se , tohle všecko nestačí mu :# Znamenitý páter Šrámek# na puse má nyní zámek",cs-29360
cs,0588_0001-0007-0000-0001-0000,Q3834,Q220,z Bílé Hory přes Kostnici k Římu,"Machar, Josef Svatopluk",1864,1942,Constance,47.663333333333,9.1752777777778,city,city,Rome,41.893055555556,12.482777777778,city,city," muzikanti , vědátoři , kritici –# zapřáhla se k tomu vozu celá zem ,# kde teď svatý Václav jede s Kordačem# z Bílé Hory přes Kostnici k Římu –# ale zdá se , tohle všecko nestačí mu :# Znamenitý páter Šrámek# na puse má nyní zámek",cs-29360
cs,0588_0001-0011-0000-0003-0000,Q744598,Q1734030,z Hradčan do Karlína,"Machar, Josef Svatopluk",1864,1942,Hradčany,50.089444444444,14.397222222222,city part,city part,Karlín,50.09194,14.44528,city part,city part," s praporem se staví moudře za šiky ;# dal nám fifikusy , jejichž důvtip spíná# mostem vodu s ohněm , kteří svojím „ snad“# vyšpekulují , že z Hradčan do Karlína# nejrychlej se jde přes starý Vyšehrad ;# dal nám katolíky , kteří věří Římu ,# s ním však , pánem bohem , jsou už hotovi ;",cs-29419
cs,0589_0001-0000-0000-0019-0000,Q159,Q668,z Ruska do Indie,"Machar, Josef Svatopluk",1864,1942,Russia,66.4166666666667,94.25,country,country,India,22.8,83,country,country," Eh , rozbiji tu Austrii . Mít nechci# kol sebe po Evropě větších států .# I Rusko . Přijde čas , že rozstříhám je .# A z Ruska do Indie skok je pouze .# A potom budeme se koupat v Gangu ,# na hřbetech slonů pojedeme městy ,# jichž chrámy tisícileté své věže",cs-29595
cs,0589_0001-0000-0000-0023-0000,Q1741,Q2978,Od Vídně až k Regenšpurku,"Machar, Josef Svatopluk",1864,1942,Vienna,48.2083333333333,16.3725,city,city,Regensburg,49.0166666666667,12.0833333333333,city,city," kterak jsou nás honili !# My jsme měli jenom nohy ,# oni arci kobyly .# Od Vídně až k Regenšpurku# pěkná cesta – vzal ji ďas ! –# pětadvacet Písečáků ,# pětadvacet bylo nás !",cs-29599
cs,0589_0001-0000-0000-0040-0003,Q649,Q90,z Moskvy do Paříže,"Machar, Josef Svatopluk",1864,1942,Moscow,55.755833333333,37.617777777778,city,city,Paris,48.8566666666667,2.35222222222222,city,city," zaměnit s všemi trůny evropskými ?# Kdo pochopil by ? Pánové , z vás nikdo –# jen chuďas někde , který ví , co značí# jít v listopadu z Moskvy do Paříže . . .",cs-29618
cs,0589_0001-0000-0000-0059-0000,Q207927,Q90,od Bereziny ujel do Paříže,"Machar, Josef Svatopluk",1864,1942,Berezina River,52.549722222222,30.25,river,river,Paris,48.8566666666667,2.35222222222222,city,city," byl ostatně vždy tenhle Bonaparte .# Jak z Egypta prch od armady svojí !# Jak záchrany své pamětliv jsa pouze# od Bereziny ujel do Paříže !# Eh , darmo mluvit ! Krev se hned mi bouří .# A konečně – ten válečnický důvtip !# U Lipska poznal jsem jej na své oči :",cs-29638
cs,0599_0001-0000-0000-0007-0000,Q17252,Q220,z Tibetu poslal velkou deputaci do Říma,"Machar, Josef Svatopluk",1864,1942,Tibet,29.65,91.1,mountain,mountain,Rome,41.893055555556,12.482777777778,city,city,"Dalaj Lama z Tibetu# poslal velkou deputaci# do Říma a Berlína :# Páni mocní , chvíle tu ,# kdy se všecko právem vrací ,# nový řád se začíná .",cs-30116
cs,0605_0001-0000-0000-0001-0000,Q378120,Q427604,od Žižkova až k Petřínu,"Machar, Josef Svatopluk",1864,1942,Žižkov,50.0872,14.4628,city part,city part,Petřín,50.083611111111,14.395277777778,mountain,mountain," A zas přec jasně zřím kraj známý ,# tu zamlženou dolinu ,# v ní řeku , domy , věže , chrámy# od Žižkova až k Petřínu –# však divný lesk zřím nad vším chvíti ,# tak je to teskně zlaceno# jak všecko , co v tom našem žití",cs-30744
cs,0605_0001-0000-0000-0003-0000,Q660795,Q4373,z Dürnkrut * ) až k naší Bílé Hoře,"Machar, Josef Svatopluk",1864,1942,Dürnkrut,48.471111111111,16.8525,region,land,Battle of White Mountain,50.078333333333,14.319444444444,default,battle,,cs-30746
cs,0608_0001-0000-0000-0050-0000,Q58477,Q220,z Capuy jde k Římu,"Machar, Josef Svatopluk",1864,1942,Capua,41.105555555556,14.213888888889,village,village,Rome,41.893055555556,12.482777777778,city,city," a Licinius Crassus ruky kynem# poručil vbít je na šest tisíc křížů# a rozestavit podle oné cesty ,# jež z Capuy jde k Římu . Teprv potom# poručil seřadit se vojsku svému# k pochodu domů . Jeli jsme tou cestou ,# a zkrvácená těla odsouzenců",cs-30925
cs,0609_0001-0000-0000-0059-0000,Q13670,Q1282,ze Syrakus a směřovala ku Latia,"Machar, Josef Svatopluk",1864,1942,Syracuse,37.069166666667,15.2875,city,city,Lazio,41.9,12.716666666667,region,region," chudičký účet hry , jež žitím slula .# Ó bědný Brute ! Jaký snadný počet !# Loď obilná se brala ze Syrakus# a směřovala ku Latia břehům –# tu kdesi bouř se zdvihla nečekaná ,# mrštila lodí v neústupnou skálu# a pohrobila lodníky i náklad –",cs-31001
cs,0620_0001-0000-0000-0008-0000,Q32,Q213,"z Lucemburka , který zapad do drahých Čech","Machar, Josef Svatopluk",1864,1942,Luxembourg,49.77,6.13,country,country,Czech Republic,50,15,country,country," jí přezdívali . Byla vdána sice ,# než její muž se stále kdesi toulal ,# a když se v Praze zjevil , rovnal vtipně# se k Janu z Lucemburka , který zapad# do drahých Čech , když vymáhat chtěl berně . –# A modrého nic neměla než oči ,# ty , pravda , byly jako kousky nebe ,# když zahledneš je snětmi tmavých smrků ,",cs-31616
cs,0621_0001-0000-0000-0060-0000,Q131638,Q372490,"ze Skadaru , Skočí dolů do Bojany","Macháček, Simeon Karel",1799,1846,Shkodër,42.066666666667,19.5,city,city,Bojana,41.875,19.375,river,river," Sesednul jest se hnědoně svého ;# Ale promeškal se Turek nyní# Vylévaje vodu do bot vteklou ;# Aj tu skočí děva ze Skadaru ,# Skočí dolů do Bojany řeky .# Zahlédne to Turecký ten mládec ,# Sestruje ji pro velkého Boha :# „ Bohem , sestro , děvo ze Skadaru ,",cs-31697
cs,0626_0001-0007-0000-0010-0000,Q157290,Q617511,Od Šumavy až ku Snězce bílé,"Mayer, Rudolf",1837,1865,Bohemian Forest,49,13.5,mountain,mountain,Sněžka,50.736111111111,15.740277777778,mountain,mountain," Lněme v lásky vroucím nadšení ,# K budoucím dutím hleďme smutným , blahým# Slavíce v nich nové sbratření !# Od Šumavy až ku Snězce bílé ,# Pokud druha český vítá druh ,# V bratrsky se všichni spojme kruh ,# Nepřemožitelný v české síle , –",cs-32032
cs,0640_0001-0002-0000-0002-0000,Q131574,Q279943,od Vltavy k Lužnici,"Miřiovský, Emanuel",1846,1911,Vltava,50.34769,14.474382,river,river,Lužnice,49.188915,14.701045,river,river," dceři tatík po kraji .# Po Labi a po Sázavě# putuje jich hovor hravě ,# od Vltavy k Lužnici# na vorech a lodici .# S horských pěšin sráznou cestou# krok je vede v údolí ,",cs-32657
cs,0642_0001-0002-0000-0007-0000,Q1085,Q2092696,z Prahy do Rabí,"Miřiovský, Emanuel",1846,1911,Prague,50.0875,14.4213888888889,city,city,Rabí,49.280837729607,13.617637249415,city,city," a nad ním zajásal sedlákův sbor ;# byli to z Hajné švarní sedláci .# V tom navrátil se z nenadání# pan rytíř Půta z Prahy do Rabí ;# a rychtář s radou pochvátli si hezky ,# by přivítali pána s novinou :# „ Bůh , všemohoucí Bůh byl s námi ,",cs-32744
cs,0646_0001-0001-0000-0004-0002,Q1453427,Q445762,Z Týnského chrámu procesí se béře k Mostecké bráně,"Mokrý, Otokar",1854,1899,Church of Our Lady before Týn,50.08771,14.4227,default,church,Old Town Bridge Tower,50.086293,14.413655,city part,city part," jež se jak mlžná silhueta tyčí# nad mořem budov usměvavé Prahy ,# té popelkové dcery holubičí .# Z Týnského chrámu procesí se béře# k Mostecké bráně za hlaholu zvonů ,# jak bludná smečka vyplašené zvěře ,# ze všad se sbíhá v ustrašeném shonu# z uliček města klikatých a šerých",cs-32851
cs,0673_0001-0007-0000-0013-0000,Q155045,Q43266,Od Ohře k Moravě,"Mužík, Augustin Eugen",1859,1925,Ohře,50.529384,14.134078,river,river,Moravia,49.5,17,region,land,"Od Ohře k Moravě až , Odře divé# co jeden boží obzor k sobě váže ,# jen k sobě blíž , vy našich srdcí stráže ,# vy děti bolesti i lásky živé !",cs-33738
cs,0688_0001-0000-0000-0001-0004,Q858,Q79,z Syrye do Egypta,"Nejedlý, Vojtěch",1772,1844,Syria,35.216667,38.583333,country,country,Egypt,27,29,country,country," Že se již sultán z Syrye do Egypta# S vojskem vracuje svým , sám hrdina Český# Touží , aby by se spojiv s Křesťany , chvátal# K slavnému cýli . Y skrovného nebezpečenství",cs-34278
cs,0692_0003-0001-0001-0013-0000,Q1013032,Q1085,od Jinonic ostře k Praze,"Neruda, Jan",1834,1891,Jinonice,50.05444,14.36472,city part,city part,Prague,50.0875,14.4213888888889,city,city," v šedém kaftanu hned zrána přišlo ,# v kukli konalo svůj denní běh .# Jenom kmotr Váňa , dobrá duše ,# od Jinonic ostře k Praze kluše ,# kluše , odplivuje , nadává ,# leckdy z lahvičky si zavdává ,# a pak sobě bručivou zas vede :",cs-34626
cs,0707_0002-0000-0000-0061-0000,Q4373,Q1069359,Od Bílé hory až po Chemin des,"Neumann, Stanislav Kostka",1875,1947,Battle of White Mountain,50.078333333333,14.319444444444,default,battle,Chemin des Dames,49.443127777778,3.7102888888889,default,road,"Od Bílé hory až po Chemin des Dames# poznával bolest ve všech podobách# po tři sta let ,# bez jediného druha , opuštěn a sám ,",cs-36042
cs,0738_0001-0000-0000-0025-0000,Q2669840,Q2003236,od Hlízova k Novým Dvorům,"Chalupa, František",1857,1890,Hlízov,49.98505094853,15.295164439588,village,village,Nové Dvory,49.968268378914,15.32796675256,city,city," a kat Kutnohorský oprať snová# na tu neohebnou selskou šíji .# Večer tři sta peších přivede pán z Růže# a kraj od Hlízova k Novým Dvorům# nestačí mým obrněným sborům .# Zítra konec všeho býti může !# Vzhůru , páni , vzhůru zlaté číše ! “",cs-37081
cs,0738_0001-0000-0000-0025-0000,Q12029066,Q48399411,od temene Kaňku k Horské bráně,"Chalupa, František",1857,1890,Kaňk,49.9744,15.2708,city part,city part,Horská brána,50.0860175,14.4343367,city part,city part," Palcát ráz na ráz na Němce padá ,# dlouhé kopí výskne sobě k ráně# a travička podupaná zvadá# od temene Kaňku k Horské bráně .# Na rovinách hoduje smrt bledá ,# jako vlk se po mrtvolách honí .# Zikmund rozespalou hlavu zvedá ,",cs-37081
cs,0763_0001-0000-0000-0009-0000,Q35600,Q157290,od Uralu k Šumavě,"Němcová, Božena",1820,1862,Ural Mountains,60,59,mountain,mountain,Bohemian Forest,49,13.5,mountain,mountain," z tmy slovanské začíná se dníti ,# zvony zvučí ku slavnému ránu ,# Slovan vstal , na slávy tluče bránu ,# od Uralu k Šumavě ,# od Balkánu k Vltavě# jeden hlas zní , jedno slunce svítá ,# nové jaro , nový život zkvítá .",cs-38555
cs,0763_0001-0000-0000-0009-0000,Q23522,Q131574,od Balkánu k Vltavě,"Němcová, Božena",1820,1862,Balkans,42,22,region,land,Vltava,50.34769,14.474382,river,river," zvony zvučí ku slavnému ránu ,# Slovan vstal , na slávy tluče bránu ,# od Uralu k Šumavě ,# od Balkánu k Vltavě# jeden hlas zní , jedno slunce svítá ,# nové jaro , nový život zkvítá .# Svátek slávy nastal , věnčte skráně ,",cs-38555
cs,0779_0001-0000-0000-0008-0000,Q35600,Q157290,od Uralu až po Šumavu,"Ostravický, Čechoslav",1869,1912,Ural Mountains,60,59,mountain,mountain,Bohemian Forest,49,13.5,mountain,mountain," vás vzývám , bratři v západu ,# ó spěšte , zničte silou svornou# síť zkázonosných úkladů !# K vám volám , kteří od Uralu# až po Šumavu vládnete ,# kéž nad tím mostem ohroženým# se v dílu spásy sejdete !# Kéž nepadne ten přechod zlatý ,",cs-38985
cs,0791_0001-0000-0000-0001-0125,Q38,Q5684,z čarných luhů krásné Italije Jde k Babylonu,"Pfleger Moravský, Gustav",1833,1875,Italy,42.5,12.5,country,country,Babylon,32.5425,44.4211111111111,ancient city,ancient city,"A z čarných luhů krásné Italije# Jde k Babylonu nadsekvanskému ,# Kde umění též mocně , bujně žije# Svou dávajíc daň věku novému ,# Jenž Delaroche - a plnou slávou kryje . 12 )",cs-39762
cs,0803_0001-0000-0000-0001-0000,Q1644,Q1085,Od Labe i od Moravy k Praze,"Pok Poděbradský, Václav",1829,1898,Elbe,50.8875,14.2330555555556,river,river,Prague,50.0875,14.4213888888889,city,city," K chloubě věrným a zlosynům k pokoře .# Stojí Praha královská , a s Prahou pevně stojí# Synové slovanští – včely v míru , lvové v boji :# Od Labe i od Moravy k Praze lnou ,# Sáva , Visla , Tatry ctí ji – velebnou .# Tak mé oko v návratu svém plesá ,# Že zas vidí květné luhy otčiny ;",cs-40869
cs,0803_0001-0000-0000-0001-0000,Q43266,Q1085,Od Labe i od Moravy k Praze,"Pok Poděbradský, Václav",1829,1898,Moravia,49.5,17,region,land,Prague,50.0875,14.4213888888889,city,city," K chloubě věrným a zlosynům k pokoře .# Stojí Praha královská , a s Prahou pevně stojí# Synové slovanští – včely v míru , lvové v boji :# Od Labe i od Moravy k Praze lnou ,# Sáva , Visla , Tatry ctí ji – velebnou .# Tak mé oko v návratu svém plesá ,# Že zas vidí květné luhy otčiny ;",cs-40869
cs,0803_0001-0000-0000-0002-0000,Q545,Q23522,od Baltu až tam k Balkánu,"Pok Poděbradský, Václav",1829,1898,Baltic Sea,58,20,sea,sea,Balkans,42,22,region,land," Bděme , když nás k nesvornosti ďas popouzí ,# Této kletbě slavných Slovanů ,# K činné lásce vzájemnost ať nás pobouzí# Tam od Baltu až tam k Balkánu .# Mocné jsou jen hlasy četných milionů ,# Spasná shoda když panuje v jejich lónu :# Shody , síly rouchem odějme se –",cs-40870
cs,0803_0001-0000-0000-0005-0000,Q43266,Q1085,Od Labe i od Moravy Přiviňme se k matce Praze,"Pok Poděbradský, Václav",1829,1898,Moravia,49.5,17,region,land,Prague,50.0875,14.4213888888889,city,city," V své povinnosti ,# Silná naše ramena# Hojná čeká odměna !# Od Labe i od Moravy# Přiviňme se k matce Praze ,# Od Tater až do Šumavy# K sobě stůjme v jedné snaze .# V bouři i v míru",cs-40873
cs,0803_0001-0000-0000-0005-0000,Q43266,Q1085,od Moravy Přiviňme se k matce Praze,"Pok Poděbradský, Václav",1829,1898,Moravia,49.5,17,region,land,Prague,50.0875,14.4213888888889,city,city," V své povinnosti ,# Silná naše ramena# Hojná čeká odměna !# Od Labe i od Moravy# Přiviňme se k matce Praze ,# Od Tater až do Šumavy# K sobě stůjme v jedné snaze .# V bouři i v míru",cs-40873
cs,0803_0001-0000-0000-0005-0000,Q194263,Q157290,Od Tater až do Šumavy,"Pok Poděbradský, Václav",1829,1898,Tatra Mountains,49.177777777778,19.908333333333,mountain,mountain,Bohemian Forest,49,13.5,mountain,mountain," Hojná čeká odměna !# Od Labe i od Moravy# Přiviňme se k matce Praze ,# Od Tater až do Šumavy# K sobě stůjme v jedné snaze .# V bouři i v míru# Chovejme víru ,",cs-40873
cs,0811_0001-0001-0000-0023-0000,Q548,Q204347,"Od Visly , Volhy po Maricu","Pokorný, Rudolf",1853,1887,Vistula,54.3641,18.9522,river,river,Maritsa,40.738055555556,26.030555555556,river,river," Ještě jsme Slované a Slávy svojí dbáme .# Ta stará rez na poutech i ta pouta zláme –# hoj , myslíš , že se Marka Kraleviče nedočkáme ?# Od Visly , Volhy po Maricu , Sávu# slovanský bílý orel zdvihá hlavu ,# a nedáte - li žít nám volně , divy tvoře# se jednou octne na prapoře . . .",cs-41240
cs,0811_0001-0001-0000-0023-0000,Q626,Q204347,"Od Visly , Volhy po Maricu","Pokorný, Rudolf",1853,1887,Volga,45.695,47.8975,river,river,Maritsa,40.738055555556,26.030555555556,river,river," Ještě jsme Slované a Slávy svojí dbáme .# Ta stará rez na poutech i ta pouta zláme –# hoj , myslíš , že se Marka Kraleviče nedočkáme ?# Od Visly , Volhy po Maricu , Sávu# slovanský bílý orel zdvihá hlavu ,# a nedáte - li žít nám volně , divy tvoře# se jednou octne na prapoře . . .",cs-41240
cs,0812_0001-0002-0000-0027-0000,Q157290,Q35600,od Šumavy do Uralu,"Pokorný, Rudolf",1853,1887,Bohemian Forest,49,13.5,mountain,mountain,Ural Mountains,60,59,mountain,mountain," Že nás Tatra nechovala k žalu ,# že své děti šťastny spatří ,# až se vatry zvatří# od Šumavy do Uralu ?# Prostý muži ! roj tvých tklivých vzkazů# rozletí se po Slovanstvě ,# a duch , jenž dlí v psanstvě ,",cs-41301
cs,0812_0001-0002-0000-0028-0000,Q845990,Q3506100,od Kriváně k Choči,"Pokorný, Rudolf",1853,1887,Kriváň,49.1628335,20.000047,mountain,mountain,Veľký Choč,49.151388888889,19.342777777778,mountain,mountain," Rok nespočal jsem v této oase ,# však holubici duši slal jsem často ,# by nasbírala obrazů zde na sto# a od Kriváně k Choči vznesla se ;# by pod Tatrami , Turce v okrase ,# v zahrádce Slovenska let stavila# a nejkrásnější svátek slavila ,",cs-41302
cs,0823_0001-0000-0000-0001-0001,Q213,Q584,Z Čech tisíc očí hledí k Rýnu,"Procházka, František Serafínský",1861,1939,Czech Republic,50,15,country,country,Rhine,47.6662,9.1786,river,river," slyš , tisíce s ním srdcí bít ,# Ti dva , ten primas v hermelínu ,# a on – dva meče sobě vstříc .# Z Čech tisíc očí hledí k Rýnu ,# a vlast se chvěje čekajíc ,# zda zvítězí , zda nepodlehne# a svést se nedá ze svých práv .",cs-41592
cs,0835_0001-0001-0000-0006-0000,Q5836,Q5836,od Toleda a k Toledu,"Procházka, František Serafínský",1861,1939,Toledo,39.866666666667,-4.0333333333333,city,city,Toledo,39.866666666667,-4.0333333333333,city,city,"Don Miguel jel od Toleda# a k Toledu zas Pedro jel ,# až srazí se , to bude běda :# „ Krev poteče ! “ , vzkřik’ Miguel .# Don Miguel ctil krásnou Inez ,",cs-41956
cs,0838_0001-0001-0000-0004-0000,Q43266,Q1085,z Moravy ke Praze,"Procházka, František Serafínský",1861,1939,Moravia,49.5,17,region,land,Prague,50.0875,14.4213888888889,city,city," musí i váš dům vznésti se do oblak# jásavou slávou .# Než smutné zraky statisíce bratří# z Moravy ke Praze matičce patří ,# vždyť jejich touha neuskutečňuje se .# Také musí mít zázračnou kapličku ,# by poutníky vábila k sobě zdaleka ,",cs-42108
cs,0838_0001-0001-0000-0023-0000,Q43266,Q194263,z Moravy až vzhůru do Tater,"Procházka, František Serafínský",1861,1939,Moravia,49.5,17,region,land,Tatra Mountains,49.177777777778,19.908333333333,mountain,mountain," z Moravy až vzhůru do Tater –# a tak slavíme dnes dvoje křtiny ,# dvoje zdarem požehnané činy .# Dvě čítanky , lidu oslavy ,",cs-42127
cs,0845_0001-0000-0000-0013-0000,Q22647,Q38,z Troje do Vlach,"Puchmajer, Antonín Jaroslav",1769,1820,Troy,39.9575,26.238888888889,ancient city,ancient city,Italy,42.5,12.5,country,country," kdos již sladkou lásku cýtil ,# miluj , miluj zejtra zas !# Ona Láry Anchyzáše# z Troje do Vlach přenesla ;# ona syna Eneáše# z bouře mořské vynesla ,# jehož s milou Fauna vnukou ,",cs-42542
cs,0848_0001-0000-0000-0298-0000,Q378120,Q1085,Z východu Žižkov zří k Praze,"Quis, Ladislav",1846,1913,Žižkov,50.0872,14.4628,city part,city part,Prague,50.0875,14.4213888888889,city,city," výše přec vrchů nám všech , co jich jest ve světě ční .# Z východu Žižkov zří k Praze , však v západu Hory hřbet Bílé :",cs-42957
cs,0851_0001-0000-0000-0019-0000,Q12039461,Q1488700,od Můstku k Prašné bráně,"Quis, Ladislav",1846,1913,Můstek,50.0845833,14.4227778,city part,street,Powder Tower,50.087222222222,14.427777777778,city part,city part," To vlasti naší naděje ,# to naše mládež zlatá !# Od Kaprů k boudě Špinkově ,# od Můstku k Prašné bráně# rodičů hodných synkové# sem kvapí jmenem páně .# V před ženou se , v před valí se ,",cs-43032
cs,0851_0001-0000-0000-0021-0000,Q142,Q148,od Francouzska po Kytaj,"Quis, Ladislav",1846,1913,France,47,2,country,country,People's Republic of China,35.8447222222222,103.451944444444,country,country," Jakže ? Cože ? Aj , aj , aj !# Nad nás chce se povýšovat .# K smíchu ! Že zná cizí kraj# od Francouzska po Kytaj !# Kdo mu za to něco dá ?# Nic nedá ! Nic nemá !# Já jsem také vandrem chodil ,",cs-43034
